Snoring Range,Respiration Rate,Body Temperature,Limb Movment Rate,Blood Oxygen,Eye Movement,Number Of Hours Sleep,Heart Rate,Stress Level
79,20,93.15291730137749,13,89,102,2,78,3
90,19,93.07899592601602,14,85,80,5,75,3
77,20,87.98254714185005,14,88,101,2,79,3
86,26,93.08019998960395,11,87,71,5,70,3
85,18,98.31018953116563,12,87,94,5,74,3
79,22,89.9539324984552,14,88,78,2,75,3
80,28,91.47764540219548,11,87,76,2,70,3
90,17,87.02885529057387,13,88,95,4,76,3
87,22,86.91515349355338,14,85,97,4,79,3
90,24,96.37938940781129,11,88,97,2,76,3
88,26,96.94188768524029,12,85,70,5,70,3
91,26,95.11367302644128,13,87,82,5,75,3
89,23,89.08183122149421,13,88,85,2,71,3
76,18,97.45647289359167,10,88,98,3,70,3
76,27,96.41015438193733,13,89,96,5,76,3
72,19,92.53652336062699,13,89,89,3,73,3
75,21,89.62186276107413,14,86,76,4,76,3
75,19,94.24546180763843,12,89,102,4,77,3
81,29,93.81957404310049,11,87,80,2,75,3
72,22,93.15477623178585,15,89,95,5,78,3
91,18,90.24220792729616,15,89,93,4,72,3
93,20,86.52864410204648,10,87,85,3,78,3
89,27,85.01942583826856,11,88,90,2,71,3
78,25,85.10001714663882,10,86,64,5,79,3
88,25,93.72343729619669,14,85,103,5,70,3
93,25,89.02144738026935,16,86,90,2,72,3
75,27,93.66452476821077,13,89,64,5,77,3
94,29,96.38739782934599,14,85,89,3,70,3
85,25,95.23018026744884,12,85,76,3,72,3
73,19,87.51898425163277,12,85,77,4,75,3
86,20,98.92770422567027,12,89,102,5,77,3
94,16,98.69103258739788,13,89,99,5,75,3
83,25,92.67558368619562,13,89,72,3,75,3
75,23,97.58673753054447,16,86,76,2,76,3
81,22,95.63336045374375,16,86,99,4,79,3
75,29,93.14860195194377,11,86,93,2,73,3
77,27,85.8196238711959,12,86,98,4,77,3
77,27,87.9725188642059,13,88,98,3,79,3
81,21,88.34143360341812,14,86,88,5,73,3
75,29,86.34836874276483,16,89,68,2,77,3
80,27,88.85615819838252,12,85,60,3,72,3
79,21,94.53209037340767,12,88,103,4,74,3
87,24,90.60512945164827,12,87,81,5,71,3
83,17,98.73553889334775,12,87,80,4,74,3
77,21,86.56086665165633,11,85,102,2,73,3
75,29,97.40805635478019,11,86,88,2,70,3
72,23,89.29966291262929,14,87,74,5,74,3
90,29,92.62821085975372,10,89,77,5,75,3
84,21,86.12131738661934,14,85,94,4,70,3
73,22,92.32723393298932,14,85,101,5,77,3
73,21,92.38964489670495,15,86,79,3,71,3
87,28,96.79605356492631,12,89,96,5,70,3
70,21,86.03227939977963,12,89,104,4,74,3
74,20,95.97566642070404,15,89,94,5,72,3
90,26,98.66550162611047,12,88,73,2,75,3
72,17,94.49654580490105,16,89,102,3,79,3
76,20,88.82315070866315,13,86,84,3,74,3
79,20,97.63965242651528,15,87,74,3,76,3
79,17,89.63042686576824,14,85,91,5,74,3
92,27,85.47277883025363,12,87,80,3,78,3
86,23,89.18577218240183,10,86,95,5,74,3
88,19,87.30773134265189,14,87,79,5,72,3
70,17,97.35869954086179,10,88,77,4,72,3
72,19,89.01366146483853,16,87,104,2,74,3
91,29,90.81904150026313,15,86,94,3,73,3
83,16,93.3441517907059,16,85,78,4,74,3
77,19,86.18010817284711,12,85,73,5,76,3
71,24,90.06020323762156,14,86,96,3,71,3
91,24,85.12582736535369,14,89,91,4,76,3
93,25,85.496090920542,16,88,76,4,79,3
86,22,91.38760093442629,16,89,64,3,72,3
83,19,97.43357331939397,15,89,95,5,72,3
78,23,97.55643431988928,14,88,76,2,76,3
72,24,91.2036163001435,15,88,72,5,71,3
83,21,89.7367411174026,15,87,66,3,73,3
85,17,98.20684005052082,13,86,78,2,72,3
77,20,86.16165854912437,10,88,61,3,72,3
91,29,88.81939758674852,14,89,78,5,74,3
80,24,88.40677491826217,11,85,78,5,74,3
72,25,91.45469809664071,10,89,89,4,79,3
80,21,91.88447553944502,14,89,86,5,77,3
79,23,97.86388932664867,10,87,93,2,74,3
93,18,93.65601767154769,14,88,87,4,70,3
77,22,89.68235939906239,10,86,61,4,75,3
89,19,95.90078049457598,10,86,72,4,74,3
90,25,86.20725252080628,11,87,99,2,75,3
93,27,94.1647898013177,10,86,60,2,79,3
78,22,92.0713461677862,10,85,103,2,72,3
77,21,94.22865810307518,10,85,62,2,73,3
76,19,94.49170855500812,15,88,103,3,77,3
83,17,97.46025433872909,15,85,69,5,79,3
72,18,93.39953629368355,14,88,92,3,79,3
75,26,94.70825392184737,14,86,61,4,74,3
85,24,87.90225698889093,13,87,61,4,72,3
90,17,90.80777536669345,16,86,102,2,77,3
72,19,91.58718603217034,14,85,92,5,77,3
86,25,90.41926423414698,16,85,75,4,72,3
88,29,94.29595936947612,15,89,65,4,78,3
93,23,95.02997980869235,12,86,97,3,77,3
73,22,96.6834504510407,13,86,65,2,75,3
92,25,88.03467218970556,13,85,81,3,76,3
76,24,93.13471637218339,12,85,93,5,72,3
76,23,96.03213961070243,12,86,86,5,77,3
77,19,86.02251873594362,16,89,95,4,71,3
70,27,97.72455574458252,12,89,83,5,74,3
91,27,94.22076692283164,10,88,102,3,70,3
90,24,96.71016082628726,12,89,90,3,77,3
73,27,91.76204170800283,11,88,80,2,78,3
82,25,94.7113480600008,14,86,70,2,77,3
92,24,93.90137771686021,14,85,87,5,75,3
85,16,94.31528569646946,11,88,76,4,79,3
92,25,93.82337230197848,12,85,69,3,73,3
90,16,91.11064588527617,13,89,98,2,70,3
72,19,86.483367449584,10,88,102,3,71,3
92,23,93.88706538693455,10,86,80,3,73,3
91,18,91.61379462343,15,86,61,3,70,3
78,25,92.98263724959199,14,86,80,2,71,3
75,20,98.45391162205962,13,89,101,2,79,3
78,19,87.8533016637633,16,88,81,4,73,3
84,16,86.21413399530883,11,86,99,4,72,3
82,18,97.51632605251633,11,88,63,3,73,3
82,29,89.87005751586668,10,88,102,4,71,3
73,25,85.55284490232985,13,85,95,4,77,3
89,23,85.09504937984858,13,88,71,4,79,3
72,17,85.2512476342225,12,85,76,3,75,3
88,20,86.2735758211274,11,88,94,5,78,3
74,18,98.89679231056486,16,88,73,2,76,3
85,25,95.08493839356476,11,88,91,4,76,3
92,23,94.54380459903487,15,87,64,3,76,3
86,20,95.73665252048234,10,89,63,3,73,3
92,20,94.51052010265478,10,87,94,3,71,3
76,29,96.40845758723171,14,88,66,4,76,3
94,24,94.7578460126459,16,87,72,5,72,3
90,20,93.90445769244872,12,88,94,3,74,3
83,21,88.9444076380738,16,89,64,3,72,3
76,23,87.06062577271118,10,89,91,4,73,3
76,22,88.75275841256249,12,86,95,2,77,3
70,20,91.54746824074631,11,88,91,2,72,3
78,24,90.61527023048632,15,85,101,4,70,3
84,28,93.18487969040982,11,86,71,2,74,3
72,17,89.01020446261067,15,89,74,2,79,3
77,22,96.58740088385152,16,86,66,5,73,3
79,27,89.71144493075357,16,85,60,2,79,3
78,16,88.08139962353644,14,87,95,2,70,3
90,19,87.90353321973613,16,87,70,3,79,3
93,26,90.1715327317622,11,85,62,3,70,3
76,29,89.40454745636694,14,89,64,2,74,3
91,16,95.20835634410352,12,87,83,2,71,3
93,16,87.73065185329408,16,89,102,5,71,3
74,29,96.93760773554867,14,88,95,3,79,3
82,26,94.01611454361799,16,88,65,4,74,3
88,19,94.78644729307695,16,88,77,2,72,3
82,29,98.86464460425996,11,86,103,3,75,3
88,24,95.8424548968063,10,89,104,5,77,3
93,17,90.64797144127712,13,88,85,3,75,3
86,18,88.00405154759855,10,87,63,5,71,3
94,17,87.39203383460482,13,89,64,4,75,3
88,26,98.85482748511309,13,86,80,4,76,3
76,24,96.34375824477318,13,88,72,5,77,3
93,16,91.93972255551449,15,86,79,4,74,3
76,20,92.38670405828024,16,86,102,5,70,3
91,28,89.05291435465283,12,87,98,3,76,3
78,22,96.73273915525172,12,85,89,4,74,3
92,29,90.2963065985363,14,85,63,2,72,3
76,16,91.34894574576165,15,89,77,4,76,3
88,27,97.55172705824609,15,85,67,4,72,3
86,28,85.12827146838818,12,88,71,5,73,3
94,26,85.6954607024712,13,87,97,2,75,3
83,22,94.7728675068805,15,87,81,4,76,3
71,29,96.49948746200327,10,87,90,5,74,3
78,17,98.98044598893549,11,85,82,2,78,3
76,20,88.4009949139391,11,89,65,5,74,3
75,25,90.69249258648072,14,87,94,3,77,3
88,17,92.14908345313307,10,87,93,5,73,3
83,20,94.90527324751943,13,86,76,4,75,3
72,16,88.25506149558902,15,86,101,3,79,3
87,18,90.74894587894927,15,87,73,4,73,3
78,20,89.1825250019343,15,87,101,4,78,3
75,19,94.5041820619639,12,87,74,4,77,3
77,26,88.81585287788263,12,88,91,3,78,3
91,25,95.69275858041527,14,89,95,2,70,3
85,23,85.87775260513865,16,89,87,4,76,3
75,26,96.92177483217172,12,86,87,5,79,3
79,27,98.01199119379231,13,86,99,2,75,3
77,18,85.46951705005259,13,88,69,5,71,3
73,18,86.31896649043944,11,86,81,3,74,3
75,21,90.38860570688237,13,88,68,2,70,3
71,28,93.22599859733981,15,89,72,2,74,3
77,18,98.94634136255878,13,86,86,4,78,3
93,22,93.789573509704,12,87,102,4,77,3
85,18,86.01442988613445,14,88,100,3,70,3
77,28,86.6506614930324,11,89,63,3,76,3
72,16,86.24535751856416,11,89,77,3,70,3
74,22,91.98921559679961,16,87,102,2,77,3
76,25,98.01014471916294,16,89,83,2,74,3
73,22,85.63462767513364,11,85,75,5,75,3
89,24,86.42156927305057,13,86,72,3,74,3
90,22,85.92640027350281,13,86,103,2,74,3
85,16,93.16770833192342,15,86,75,3,79,3
88,28,90.74255439580793,15,87,61,4,73,3
81,19,95.82618840889809,11,85,94,3,74,3
91,25,92.70245885096071,16,87,71,5,78,3
78,28,93.60304374444732,11,88,85,5,71,3
84,29,94.78184152345214,12,89,64,5,79,3
74,20,96.02711246692004,13,87,94,5,78,3
94,27,93.83623285942798,13,87,102,2,72,3
80,22,94.79129982060917,11,88,98,2,77,3
79,25,89.71995965090008,15,87,70,4,75,3
77,16,98.96953700024876,14,89,98,2,70,3
90,21,89.98290055520884,11,87,92,5,79,3
73,28,88.0148861765706,13,89,74,5,77,3
89,20,87.43150296414213,13,85,73,5,78,3
86,26,94.02533128901892,15,87,63,2,74,3
87,22,89.28347246644208,10,88,94,3,72,3
79,23,85.63148163610427,15,88,66,4,73,3
93,29,97.46193258808742,15,85,77,5,70,3
77,27,85.13112128553517,10,87,79,2,77,3
92,29,85.61745306962983,16,87,77,4,76,3
93,24,94.99106199649964,16,87,103,3,70,3
72,25,87.20345205985818,11,88,79,4,73,3
91,28,95.79536824655854,10,85,94,3,73,3
79,24,92.06960014617691,13,88,77,4,74,3
78,28,97.09516926714466,13,87,88,2,75,3
70,24,95.25069868498896,12,87,83,2,70,3
85,29,96.84711373679791,11,85,70,3,73,3
73,24,88.69299399102303,16,86,101,2,71,3
78,28,95.14166945458855,11,88,104,2,76,3
86,27,97.89735336841902,10,87,85,2,72,3
89,24,90.1687237211989,15,86,103,4,77,3
74,29,97.92414735451095,14,89,65,2,77,3
74,17,87.39492131050213,11,85,104,4,76,3
80,24,88.45779839988455,10,87,69,5,78,3
82,17,86.36919449193132,16,89,68,4,79,3
72,25,93.70759744640809,16,85,78,5,73,3
93,18,96.01092521479617,12,85,91,4,77,3
77,19,90.03110916671956,13,85,78,2,79,3
80,16,85.64493114635766,13,88,94,2,74,3
85,23,91.21788474403769,13,87,70,5,76,3
81,20,97.62400177978084,12,88,94,4,74,3
90,24,91.06899931335356,11,88,62,5,74,3
71,17,88.531635021722,14,87,60,3,74,3
79,24,90.90073954764637,14,88,83,2,75,3
71,27,87.05727117460292,14,88,71,4,78,3
78,29,91.3532828190124,12,86,99,4,77,3
71,17,89.90292601473243,12,89,83,2,73,3
87,21,95.31979650900303,15,87,98,2,77,3
85,20,86.22112803349135,15,89,73,2,75,3
83,29,91.50226092851946,10,89,70,2,79,3
93,22,98.85172620460789,14,85,66,3,75,3
81,24,86.76136306029434,13,89,81,4,76,3
85,17,86.63912952239828,16,88,86,2,78,3
93,20,88.04774483999265,13,88,61,4,72,3
93,17,98.07339094498003,14,88,103,5,73,3
87,25,95.09522243961767,11,87,81,2,78,3
89,23,97.42614458046943,10,87,87,2,75,3
80,17,90.7766627979832,15,85,69,4,70,3
77,19,96.74231453392784,16,85,100,2,71,3
84,20,93.02514783879084,14,85,63,4,73,3
81,19,95.72122872948673,15,87,95,5,74,3
91,17,92.13123591390149,16,88,91,5,79,3
72,18,87.12322776806631,12,88,104,5,72,3
88,29,85.09450094665148,15,87,99,5,79,3
91,22,87.32201617236693,13,89,70,4,75,3
78,26,87.92294466476136,12,87,67,3,79,3
78,29,96.4261698781355,14,88,99,4,70,3
75,27,87.64845835737192,14,88,76,4,70,3
80,26,94.18567807694143,12,85,97,4,75,3
89,19,92.9238393818829,15,85,91,3,77,3
80,27,91.09175641647276,13,86,74,4,72,3
77,23,86.81610513202743,13,85,64,2,78,3
86,23,85.87245193287252,12,85,83,3,79,3
73,21,95.01516042542266,15,89,82,5,76,3
86,18,95.58808580140195,16,85,70,4,79,3
76,19,96.55909705895439,12,88,78,3,79,3
74,17,92.70373854862939,12,87,71,2,79,3
93,26,98.24687405268942,11,85,82,3,70,3
70,29,88.89552694909369,10,87,72,4,77,3
75,24,87.86904150258329,15,85,101,2,71,3
83,29,95.06206129543826,10,89,78,5,75,3
79,29,91.37259092898822,16,87,61,4,76,3
78,25,95.5862662136144,16,88,102,2,79,3
93,27,98.77893768510882,10,89,69,2,74,3
71,21,96.26803809336727,11,88,67,2,73,3
74,24,85.23501158171035,15,89,88,3,74,3
75,29,94.69792777835022,14,89,88,2,77,3
80,18,97.55281770958284,13,87,64,5,72,3
93,16,92.24189091875492,16,89,88,3,72,3
90,24,89.0343713925529,10,87,103,3,76,3
82,24,91.71184209514941,16,86,94,2,75,3
91,26,94.16624101589579,13,88,78,2,77,3
89,28,95.27720479308053,14,89,60,3,71,3
70,28,93.07049544032782,15,86,65,3,79,3
87,19,87.84279388880758,10,87,101,2,79,3
86,25,97.28802373127495,16,89,74,2,72,3
82,26,88.5620419060019,10,89,71,4,70,3
85,28,91.59772042962855,14,89,80,3,75,3
94,27,90.16003595044712,13,86,91,2,77,3
90,18,93.84805749747989,16,86,76,5,73,3
73,21,87.55043910410618,10,87,70,3,74,3
79,18,90.88128442741635,12,87,102,4,79,3
88,24,86.40594455716978,11,85,80,4,79,3
83,29,87.55572981130318,10,88,71,2,75,3
73,29,88.03054272250037,11,88,66,5,72,3
78,18,96.22891910414307,11,85,64,5,79,3
94,24,92.9755455823603,10,89,74,5,74,3
92,25,97.31236221531368,13,89,61,3,73,3
87,23,98.66103713513446,10,87,83,5,73,3
79,25,97.48443209869407,15,85,77,5,79,3
73,27,92.51933834180672,15,86,60,3,75,3
89,17,86.50122508378064,10,89,71,3,77,3
73,23,89.01320307625944,16,89,73,2,76,3
72,16,86.65320860442401,16,86,62,5,75,3
87,20,93.1804213350407,16,88,63,2,71,3
76,22,92.26773760335311,14,86,61,2,71,3
73,17,91.12002029458118,12,85,94,4,74,3
85,24,86.0651735956972,13,89,72,5,79,3
87,17,92.26786429693178,14,86,92,3,73,3
86,22,97.62931662811458,13,85,102,2,71,3
81,22,97.24417800238727,10,85,99,5,70,3
81,25,92.99435810130684,14,87,66,5,72,3
90,18,97.96425317680725,12,85,75,2,76,3
76,16,86.89874184415521,15,89,90,3,76,3
89,28,86.90823558733406,13,87,94,4,70,3
76,24,97.04104169511544,12,86,72,5,77,3
80,20,85.22468719632519,16,87,92,3,74,3
71,26,97.33473475239765,16,89,61,5,78,3
83,16,85.79503552501993,10,88,88,5,78,3
80,22,93.77488620879411,12,88,89,5,71,3
93,29,96.75341862722959,16,85,87,5,78,3
90,16,86.35856681388839,13,86,94,3,71,3
91,28,98.21222703673229,14,86,98,4,72,3
80,17,95.19494036590372,12,85,103,3,71,3
82,26,90.17156646247984,14,86,83,3,75,3
73,27,90.76619079817738,12,89,60,2,73,3
73,16,93.10941412480751,10,87,62,3,72,3
81,18,86.07603648306896,14,87,62,3,74,3
90,16,92.40557582943636,16,89,104,5,79,3
71,26,93.76896370547877,16,86,60,5,75,3
85,25,98.16979093140414,14,87,99,2,71,3
89,17,89.10676976780314,10,85,86,4,71,3
90,19,88.23056770995262,11,87,100,4,71,3
89,28,96.90550522333716,11,87,83,4,78,3
71,27,89.22982934117722,16,85,74,4,74,3
77,23,96.58165091105064,14,89,82,2,79,3
78,27,87.8486730137462,11,86,61,2,79,3
82,29,93.51992716780681,12,89,76,4,71,3
80,24,98.82100460707346,15,87,60,2,72,3
94,27,93.2465000561276,16,88,82,2,78,3
76,25,91.52511056560941,14,87,103,2,71,3
73,26,96.53411650686283,13,89,72,5,77,3
77,28,94.70270981276624,12,86,71,2,73,3
70,28,89.30013595354085,12,88,102,5,70,3
79,24,94.1933851179323,15,89,102,4,73,3
83,20,91.49422869068738,11,85,100,4,78,3
73,26,89.51644565483952,11,89,89,4,72,3
93,25,86.68087350194165,15,88,94,4,70,3
76,28,98.87894406453458,13,87,98,4,78,3
82,17,96.79897905640752,11,86,78,3,73,3
85,17,94.46171676131563,14,88,89,5,73,3
80,26,93.21083880342978,11,88,78,3,71,3
78,19,98.3624031099199,11,89,70,2,79,3
77,24,88.99380672045808,11,86,62,3,74,3
88,21,87.85951503491279,10,88,65,5,71,3
94,21,87.1445373130972,16,85,90,4,78,3
80,16,97.03519352436562,14,89,103,5,73,3
76,16,94.327987718482,15,85,76,4,72,3
74,21,93.5402652498077,12,88,68,5,76,3
75,16,93.57415089735413,13,86,91,3,70,3
76,27,98.34987455894696,13,85,60,4,73,3
94,23,95.54148743790388,10,85,67,4,78,3
78,26,87.95753026210876,10,87,64,3,77,3
92,29,93.2181243106885,12,86,77,2,73,3
94,24,85.01368116148298,15,88,92,5,79,3
76,29,87.95751652482184,14,85,81,3,79,3
94,16,97.27887377433113,15,86,85,2,75,3
70,19,89.29516379646601,15,88,85,2,70,3
83,24,89.36123223872809,13,87,87,4,75,3
72,23,90.68381545193051,15,87,87,5,71,3
82,16,85.44249228659707,13,86,68,3,74,3
92,20,94.73792859167565,14,86,104,4,71,3
85,29,96.0995603044975,10,85,86,2,75,3
86,26,97.65564773369088,16,88,103,4,73,3
78,21,89.37246117030782,12,85,71,2,75,3
79,26,95.8778004172021,14,88,86,2,71,3
85,27,92.54065451359922,14,86,89,2,75,3
73,28,95.14686104896343,16,85,92,4,74,3
70,17,95.59479734626967,16,89,95,4,72,3
87,24,87.52904813546735,16,86,92,2,72,3
93,21,96.75544514406245,12,85,68,3,77,3
93,29,88.94160403438033,13,86,65,2,72,3
81,25,94.75668443589483,11,88,82,2,76,3
73,23,94.13107128918222,15,86,89,3,77,3
89,21,90.39215888088451,14,88,70,5,73,3
92,22,92.23760333595382,11,89,89,2,76,3
81,17,97.59983183389738,11,88,74,4,71,3
94,16,94.2995320976684,15,86,100,4,73,3
76,26,93.62463777699216,12,88,94,5,74,3
77,20,88.03520602371495,12,87,74,5,76,3
74,22,90.78853628574944,12,86,70,5,77,3
89,27,94.9224270211126,11,89,104,5,76,3
75,20,86.03339574537902,11,87,81,5,72,3
70,17,86.82687043427077,14,86,60,2,76,3
77,17,85.27608762404287,15,85,68,2,75,3
79,20,92.74860831250932,10,88,77,4,78,3
74,22,87.11705077526308,16,89,77,2,77,3
72,27,86.5914198632987,14,89,75,2,74,3
71,24,98.5142476368356,12,89,86,2,72,3
75,17,87.67303223917351,11,85,66,5,70,3
88,20,91.52805492227547,15,85,66,2,70,3
82,21,90.84189667979102,16,87,100,4,73,3
86,21,88.7423218291639,16,89,77,5,76,3
73,25,93.15759184085381,15,86,71,3,76,3
91,25,97.7528678004798,16,85,99,5,75,3
92,27,96.22441115503649,10,87,76,5,74,3
82,29,90.62219207829183,12,85,85,2,78,3
79,17,86.9991900568524,11,86,64,3,71,3
92,21,94.22967976880035,14,87,96,3,71,3
89,28,85.73811290389472,15,86,101,2,73,3
73,29,94.16521467053175,15,85,80,4,71,3
89,29,93.26082816930987,10,85,88,4,71,3
72,29,89.33662197027196,11,87,102,5,73,3
70,21,88.43946842427967,13,85,91,2,74,3
72,27,90.03726662643976,13,86,87,4,74,3
80,20,94.2383878774174,12,89,103,2,74,3
78,22,87.07375350566039,10,85,97,5,78,3
85,19,96.16680087603432,13,88,90,3,76,3
85,17,98.41557434222415,10,86,81,3,74,3
91,24,89.89040962697014,10,85,80,2,79,3
72,18,88.38130336345684,14,86,86,2,79,3
76,20,92.78763753360538,14,85,75,4,77,3
88,22,94.60805160219292,13,85,99,2,73,3
75,17,93.26618252054732,12,86,78,2,76,3
86,26,91.27209790898014,13,86,99,3,71,3
74,19,86.18116335543205,16,89,67,5,78,3
92,25,89.51665104137734,10,86,102,5,75,3
70,29,98.63426340777045,16,89,83,5,79,3
79,28,85.19849598152693,13,87,86,2,74,3
76,25,94.29402846889812,16,89,64,2,73,3
79,23,86.14812042618212,12,88,102,3,73,3
76,22,91.35818744096103,10,85,83,4,75,3
89,25,92.91340782405203,14,89,97,5,79,3
74,27,87.82943413548493,14,89,103,5,70,3
76,17,92.1002218827661,16,88,62,2,75,3
86,21,94.61997918953851,13,88,93,2,76,3
84,22,88.07927100941967,14,87,77,5,71,3
78,22,85.41113466708515,10,87,62,3,73,3
72,17,98.35269381662161,14,86,101,4,70,3
77,23,98.92307393930415,10,86,93,5,78,3
73,23,88.9866687450034,10,87,66,2,79,3
83,29,98.50143584352061,12,89,74,5,73,3
89,19,88.8972557084631,10,87,98,2,75,3
92,22,98.56811789228031,12,85,91,3,77,3
87,26,86.48099651441733,13,86,101,3,74,3
87,21,85.67552815251834,13,89,62,2,70,3
91,24,91.64140720881551,11,89,98,4,78,3
91,25,86.38959959159136,13,87,103,4,79,3
91,27,93.51577144342954,16,87,103,3,70,3
71,20,89.97991979428846,13,86,90,5,77,3
94,17,90.60422267800044,12,85,104,5,77,3
93,27,98.16670571660954,14,89,98,2,70,3
80,28,92.98480359028328,16,87,94,5,70,3
74,17,87.36769559284997,10,86,97,4,74,3
79,18,85.03144703266888,11,89,72,2,77,3
77,29,92.91853814517282,13,86,87,2,73,3
72,29,86.5944981340312,10,85,78,4,77,3
71,19,88.36060384240096,16,89,73,3,75,3
76,29,85.71794386277188,14,86,66,2,72,3
74,22,93.76522370834498,13,87,93,3,77,3
94,20,88.21064980686987,14,88,74,2,71,3
73,20,87.28918589930338,13,89,99,5,75,3
81,24,95.81523454622182,16,86,66,4,73,3
89,19,98.6735677243253,11,88,89,5,75,3
75,19,89.20293797211936,15,87,69,2,76,3
81,18,94.68972907418832,12,89,62,4,70,3
92,23,87.19285279375822,14,85,62,3,78,3
86,16,85.2205108703362,13,89,86,2,70,3
84,29,95.24224427925249,13,88,89,2,79,3
94,25,93.9328925718525,10,87,103,4,74,3
81,28,94.98504218292287,10,89,62,4,71,3
80,19,94.02949762250978,11,86,70,4,71,3
85,23,94.44506596861045,12,87,68,3,74,3
91,19,97.14409382821873,15,86,96,3,75,3
79,27,97.50798327063772,16,87,101,5,72,3
83,16,87.3467479084964,11,88,104,5,70,3
89,21,91.32321530704208,15,89,95,3,74,3
79,21,90.70045005255477,12,85,69,5,73,3
83,27,87.61920365566304,12,86,75,2,73,3
74,27,91.55631686676602,13,89,83,5,77,3
87,24,89.48036850535095,12,89,60,3,72,3
84,21,93.38699676476286,15,89,84,5,75,3
84,25,85.74023277236007,15,88,72,3,79,3
89,26,85.46252222767876,12,85,103,2,76,3
71,26,88.95703030237054,14,87,75,5,70,3
94,16,88.91905459234148,15,85,88,4,75,3
72,16,92.70775708657175,13,85,72,2,74,3
91,29,97.5128957431001,15,87,97,4,72,3
79,20,91.08203490730273,12,89,73,4,72,3
72,17,96.1030414054904,15,88,97,3,73,3
76,28,88.28485004039669,11,89,88,4,73,3
90,23,85.93851475650712,13,89,82,4,76,3
83,20,95.18394081842509,11,85,60,2,74,3
77,28,97.01564107701306,16,86,83,2,74,3
70,20,97.57096822772732,13,85,96,3,78,3
86,24,93.38811563878214,16,87,96,3,70,3
84,28,89.95367120833502,15,88,80,3,75,3
80,17,85.13656397099476,12,86,99,4,75,3
93,28,92.44357247818478,11,85,73,2,73,3
70,28,97.22085666184441,10,89,103,5,79,3
72,27,97.04856969407962,15,87,92,3,71,3
85,28,85.11402768753422,13,88,103,5,74,3
76,27,86.46274422309499,16,86,79,3,75,3
79,26,92.06139032598418,11,87,76,4,74,3
88,17,90.01402425263159,15,87,96,5,72,3
82,17,90.42899547241461,13,87,61,5,70,3
74,24,96.43336176141142,12,87,69,3,79,3
92,19,85.97893474832922,15,88,72,4,72,3
93,22,90.24766592214499,11,86,66,3,78,3
94,17,92.85503013998995,16,85,70,3,76,3
88,18,95.73901968436385,10,88,79,5,79,3
72,23,89.06481493506035,16,86,72,3,79,3
81,20,89.02712579884256,15,87,84,2,74,3
90,28,85.6694809313148,15,86,74,4,71,3
87,21,98.8257003077025,14,88,86,3,77,3
79,28,96.1637295256446,10,85,95,2,75,3
79,29,94.90570344086598,11,89,89,3,72,3
91,16,87.45654809814033,12,85,97,4,79,3
89,20,96.43509781406696,12,88,73,3,71,3
80,27,86.0319331087102,15,87,102,4,72,3
73,22,85.18621460109162,16,86,87,2,74,3
85,16,88.57528123475595,10,87,67,5,79,3
88,19,93.06684316159985,16,87,77,2,70,3
94,25,95.8097508582907,15,86,98,5,78,3
88,25,89.16237306714936,14,88,89,5,72,3
85,19,98.47381903789653,11,88,80,2,74,3
93,27,88.62324293234327,12,87,83,5,72,3
77,28,86.92235304918984,14,88,85,3,70,3
75,29,89.89808717063651,13,88,82,2,74,3
85,22,88.60401723240675,16,89,68,4,73,3
83,26,94.91189591355648,13,89,86,2,77,3
85,17,87.00005430525685,12,88,84,4,73,3
72,24,94.49073815293585,11,86,91,4,72,3
93,27,91.71118104566506,12,85,97,4,73,3
81,25,86.4917398926622,13,87,87,3,75,3
89,16,90.88404370272777,12,88,84,2,74,3
79,16,96.86019346377113,10,86,76,5,70,3
79,18,97.55078545331462,15,85,81,5,75,3
74,20,92.11884989376475,16,87,68,4,78,3
87,16,98.94198870006434,12,89,89,3,70,3
76,29,97.07963227071986,15,87,61,4,74,3
78,22,89.34714083781483,13,89,90,5,70,3
73,19,86.62656025939698,10,89,77,3,78,3
82,24,98.5744359726602,15,86,73,4,79,3
79,28,97.11382744388123,10,85,95,3,77,3
83,17,90.78827817079306,14,88,88,3,73,3
86,25,94.5065181372236,13,86,88,3,70,3
88,23,93.89103865071374,10,87,87,4,79,3
80,16,88.63232671413274,14,85,74,5,73,3
89,21,93.76244525899635,15,89,95,4,77,3
81,27,94.65109342118305,14,86,98,3,76,3
84,17,86.10363812827667,16,86,103,4,73,3
73,22,91.54265189305002,12,89,84,2,73,3
79,23,89.57509775053323,13,89,99,4,74,3
85,24,86.96659259222798,16,86,90,5,71,3
82,22,85.69737758336116,14,88,91,5,78,3
75,19,96.50166925523781,13,86,72,2,77,3
82,17,88.23632623731741,10,88,93,4,78,3
83,27,96.74800195612968,15,88,81,2,74,3
81,22,93.95182733856765,12,86,65,4,72,3
93,29,86.23701050835861,10,86,87,3,72,3
89,19,97.95491138965117,16,85,90,5,72,3
75,18,85.1523169013521,11,89,86,3,71,3
75,22,86.7654560954575,15,85,63,4,71,3
75,29,89.98953114806655,12,85,78,5,78,3
70,18,97.07324096368606,10,86,103,2,77,3
78,18,98.32065757621774,15,87,69,4,73,3
86,23,86.45127047879785,10,89,78,3,72,3
92,29,98.02572560090131,11,87,76,5,70,3
87,18,88.22539423347922,13,87,71,4,72,3
89,19,88.88364724672624,11,89,62,2,70,3
91,24,91.0184188913274,16,87,69,3,78,3
