sr,rr,t,lm,bo,rem,hs,hr,sl
68.0,17.0,95.49495086608869,7.0,89.0,64.0,4.0,67.0,2
84.0,28.0,86.37023455299955,13.0,87.0,94.0,4.0,74.0,2
79.0,28.0,89.25641664018237,13.0,87.0,74.0,7.0,69.0,2
70.0,19.0,87.19405109445084,6.0,92.0,84.0,5.0,74.0,2
73.0,23.0,96.92405593476644,8.0,88.0,76.0,6.0,70.0,2
82.0,20.0,93.28284295191044,6.0,91.0,104.0,4.0,71.0,2
67.0,28.0,96.51186465686924,13.0,91.0,71.0,6.0,70.0,2
73.0,23.0,87.13737048939474,8.0,90.0,100.0,5.0,68.0,2
88.0,24.0,93.04599654356674,11.0,90.0,63.0,4.0,71.0,2
70.0,27.0,92.55499409182327,8.0,91.0,98.0,7.0,69.0,2
62.0,16.0,92.60539139935896,13.0,87.0,78.0,6.0,65.0,2
61.0,20.0,87.06357832156291,8.0,92.0,102.0,4.0,69.0,2
63.0,16.0,92.45024115978252,9.0,92.0,78.0,7.0,70.0,2
87.0,16.0,90.78858961968656,12.0,92.0,65.0,7.0,66.0,2
79.0,26.0,94.03157026122344,8.0,89.0,101.0,7.0,69.0,2
62.0,23.0,93.3387080027253,11.0,90.0,67.0,6.0,69.0,2
74.0,27.0,98.93526486614796,8.0,87.0,102.0,5.0,68.0,2
87.0,21.0,93.34355729391906,10.0,87.0,74.0,5.0,74.0,2
66.0,20.0,94.14358699014907,8.0,89.0,72.0,5.0,69.0,2
61.0,24.0,98.70571329696044,10.0,88.0,91.0,7.0,72.0,2
78.0,17.0,92.92919372056326,12.0,91.0,84.0,4.0,70.0,2
76.0,21.0,96.78422540870804,7.0,92.0,90.0,6.0,65.0,2
75.0,27.0,86.65336548367283,10.0,91.0,91.0,5.0,71.0,2
86.0,20.0,86.37252583370605,13.0,91.0,104.0,6.0,67.0,2
89.0,22.0,90.40950934418736,7.0,92.0,87.0,6.0,70.0,2
79.0,23.0,96.04410333061416,9.0,91.0,96.0,5.0,70.0,2
64.0,20.0,97.63120608760724,6.0,87.0,86.0,7.0,65.0,2
89.0,18.0,85.27210052644344,7.0,88.0,88.0,7.0,72.0,2
68.0,24.0,95.4097690186275,6.0,91.0,96.0,4.0,72.0,2
64.0,21.0,92.88881408202172,8.0,90.0,77.0,7.0,67.0,2
77.0,25.0,95.67227843609756,12.0,87.0,78.0,6.0,71.0,2
63.0,24.0,96.68387837493984,12.0,88.0,93.0,4.0,73.0,2
63.0,29.0,93.43348014286036,11.0,90.0,99.0,6.0,74.0,2
89.0,28.0,88.58658612739374,9.0,92.0,63.0,7.0,66.0,2
63.0,22.0,98.28993531681152,11.0,91.0,104.0,4.0,70.0,2
70.0,23.0,86.53519081604946,12.0,88.0,85.0,6.0,68.0,2
74.0,21.0,87.61384139603645,11.0,90.0,79.0,6.0,68.0,2
77.0,24.0,89.96497732327084,9.0,90.0,75.0,7.0,67.0,2
74.0,19.0,98.71485884111718,7.0,92.0,79.0,6.0,69.0,2
87.0,21.0,97.97219645759742,7.0,92.0,62.0,4.0,67.0,2
70.0,18.0,86.30024628967432,9.0,90.0,96.0,6.0,65.0,2
65.0,16.0,94.15443755444008,10.0,90.0,86.0,7.0,71.0,2
89.0,24.0,98.38776092630204,6.0,87.0,76.0,4.0,72.0,2
86.0,20.0,89.02266346660753,10.0,87.0,97.0,4.0,71.0,2
83.0,19.0,86.81864880822077,8.0,90.0,77.0,6.0,71.0,2
73.0,25.0,93.238972351016,13.0,91.0,92.0,6.0,69.0,2
69.0,22.0,87.92680139104925,6.0,91.0,64.0,4.0,68.0,2
73.0,27.0,98.10100223607158,10.0,87.0,66.0,6.0,69.0,2
81.0,27.0,87.27235381740456,9.0,90.0,69.0,5.0,70.0,2
88.0,16.0,86.18520018749985,7.0,89.0,76.0,6.0,65.0,2
89.0,24.0,88.49839957103927,13.0,90.0,70.0,7.0,71.0,2
81.0,17.0,88.60350650990361,9.0,88.0,81.0,7.0,72.0,2
79.0,26.0,98.052016889469,11.0,90.0,66.0,7.0,70.0,2
71.0,20.0,85.39855540067131,13.0,89.0,89.0,7.0,66.0,2
85.0,16.0,92.27472545065513,6.0,87.0,74.0,5.0,72.0,2
63.0,17.0,98.29781463532758,6.0,88.0,76.0,4.0,69.0,2
81.0,23.0,86.21948037771432,11.0,91.0,91.0,7.0,68.0,2
78.0,19.0,85.31012424073893,10.0,92.0,87.0,7.0,74.0,2
81.0,21.0,98.99585220347478,13.0,92.0,79.0,4.0,66.0,2
72.0,20.0,87.03681259007556,12.0,90.0,60.0,7.0,73.0,2
65.0,16.0,89.0285832160247,9.0,91.0,73.0,4.0,68.0,2
80.0,27.0,96.46019845466664,6.0,88.0,95.0,5.0,65.0,2
60.0,28.0,85.02278584695858,11.0,90.0,66.0,7.0,67.0,2
65.0,22.0,93.90078016798722,8.0,89.0,79.0,7.0,68.0,2
64.0,22.0,94.58995374867352,10.0,87.0,96.0,4.0,72.0,2
87.0,29.0,91.0588310082388,8.0,88.0,89.0,6.0,72.0,2
83.0,17.0,87.02661016307053,12.0,89.0,91.0,4.0,69.0,2
68.0,23.0,91.1517405735622,10.0,91.0,82.0,7.0,70.0,2
71.0,20.0,85.14344470982552,11.0,91.0,74.0,4.0,70.0,2
79.0,19.0,86.6888370386575,13.0,91.0,71.0,5.0,69.0,2
87.0,22.0,97.43523532748571,13.0,92.0,68.0,5.0,70.0,2
62.0,25.0,94.46676413628708,8.0,88.0,103.0,6.0,72.0,2
61.0,24.0,92.87289673215152,6.0,89.0,82.0,4.0,71.0,2
85.0,23.0,97.0002994615166,10.0,89.0,98.0,5.0,66.0,2
66.0,23.0,97.61056049255389,13.0,90.0,104.0,7.0,69.0,2
68.0,17.0,90.19240680751092,9.0,92.0,89.0,4.0,67.0,2
86.0,27.0,92.53706378201102,11.0,91.0,87.0,7.0,70.0,2
74.0,24.0,86.97413081353727,12.0,92.0,71.0,7.0,74.0,2
79.0,18.0,87.26760101878621,9.0,88.0,97.0,6.0,73.0,2
65.0,25.0,97.05245315448892,8.0,91.0,96.0,6.0,71.0,2
74.0,22.0,92.20290932803748,8.0,87.0,64.0,5.0,74.0,2
72.0,28.0,94.09139029873482,12.0,90.0,63.0,6.0,67.0,2
73.0,18.0,95.63325287099448,6.0,89.0,89.0,7.0,71.0,2
62.0,22.0,90.38771297138766,10.0,88.0,79.0,7.0,66.0,2
75.0,19.0,87.06968799090829,9.0,91.0,61.0,5.0,66.0,2
64.0,26.0,89.70520990888666,6.0,91.0,98.0,4.0,70.0,2
75.0,26.0,93.0428899354995,11.0,88.0,91.0,4.0,65.0,2
65.0,19.0,97.56849568227538,11.0,91.0,68.0,5.0,67.0,2
80.0,28.0,97.0429615992896,7.0,89.0,99.0,7.0,72.0,2
62.0,16.0,85.54239603730075,11.0,90.0,90.0,7.0,65.0,2
88.0,18.0,92.58216913255468,7.0,92.0,89.0,5.0,65.0,2
76.0,18.0,89.43694383405719,6.0,88.0,82.0,4.0,69.0,2
78.0,26.0,86.97679877429425,13.0,88.0,91.0,4.0,72.0,2
74.0,26.0,98.59418297441228,10.0,90.0,103.0,7.0,67.0,2
71.0,23.0,98.67435418234228,6.0,92.0,102.0,5.0,74.0,2
73.0,18.0,93.6885088447918,8.0,87.0,104.0,4.0,71.0,2
61.0,18.0,96.76475788958456,13.0,92.0,70.0,4.0,69.0,2
70.0,18.0,87.4333107906626,13.0,92.0,86.0,7.0,68.0,2
84.0,27.0,96.75035043612026,13.0,88.0,96.0,6.0,67.0,2
61.0,19.0,89.3557178823108,10.0,91.0,90.0,7.0,70.0,2
60.0,29.0,95.6607721885386,13.0,92.0,87.0,5.0,74.0,2
83.0,28.0,93.99774140108556,7.0,88.0,77.0,5.0,70.0,2
77.0,19.0,87.81782486317316,10.0,92.0,90.0,5.0,70.0,2
73.0,29.0,85.5469237480576,9.0,92.0,74.0,6.0,74.0,2
86.0,23.0,87.592740675289,8.0,88.0,90.0,5.0,65.0,2
86.0,29.0,94.73383534568586,9.0,92.0,62.0,6.0,65.0,2
64.0,23.0,96.96850414215146,11.0,92.0,81.0,7.0,68.0,2
82.0,28.0,87.10895239848664,7.0,87.0,93.0,7.0,67.0,2
63.0,27.0,88.089194597283,8.0,88.0,74.0,4.0,73.0,2
63.0,23.0,89.66156959905418,13.0,91.0,70.0,7.0,72.0,2
79.0,29.0,98.95948335522478,7.0,92.0,66.0,7.0,65.0,2
86.0,22.0,98.2805645019078,8.0,91.0,75.0,7.0,72.0,2
85.0,22.0,95.40201916727314,10.0,87.0,68.0,5.0,65.0,2
68.0,22.0,89.57443795139388,8.0,90.0,73.0,6.0,66.0,2
86.0,26.0,90.49292955118489,12.0,89.0,67.0,4.0,69.0,2
82.0,21.0,85.11030523783928,9.0,89.0,96.0,5.0,68.0,2
77.0,19.0,86.2937951532461,10.0,88.0,86.0,6.0,73.0,2
83.0,22.0,89.84512974490602,6.0,91.0,67.0,5.0,74.0,2
67.0,20.0,85.57911303037942,13.0,92.0,76.0,5.0,74.0,2
87.0,25.0,87.90807049308921,8.0,92.0,62.0,7.0,71.0,2
60.0,29.0,86.53303500297429,10.0,87.0,102.0,7.0,72.0,2
89.0,19.0,91.24208020083384,11.0,91.0,77.0,6.0,66.0,2
85.0,19.0,97.62375661668618,12.0,91.0,83.0,6.0,69.0,2
76.0,25.0,86.24695326483558,12.0,88.0,96.0,5.0,66.0,2
63.0,22.0,92.43228219844312,8.0,91.0,90.0,6.0,72.0,2
78.0,16.0,87.56948325221565,6.0,88.0,97.0,6.0,67.0,2
60.0,28.0,97.57534521038916,8.0,88.0,89.0,7.0,74.0,2
89.0,21.0,90.4867826097122,6.0,90.0,80.0,6.0,66.0,2
76.0,22.0,97.03980737108463,7.0,89.0,63.0,7.0,71.0,2
78.0,20.0,95.33841509238329,6.0,88.0,97.0,7.0,74.0,2
72.0,19.0,85.40811494307222,9.0,92.0,92.0,5.0,70.0,2
69.0,27.0,95.12409183421045,11.0,92.0,79.0,6.0,65.0,2
68.0,27.0,96.59051318620308,11.0,91.0,87.0,4.0,66.0,2
77.0,19.0,93.71514649299412,12.0,91.0,98.0,7.0,69.0,2
87.0,17.0,86.91962663184901,12.0,91.0,77.0,4.0,74.0,2
79.0,26.0,88.83012589289882,13.0,87.0,78.0,4.0,71.0,2
80.0,21.0,89.59093975371101,10.0,88.0,62.0,6.0,69.0,2
68.0,28.0,92.111848197579,13.0,89.0,84.0,6.0,74.0,2
72.0,24.0,95.84499634254534,6.0,92.0,70.0,5.0,72.0,2
65.0,28.0,98.56599636369457,11.0,89.0,95.0,5.0,69.0,2
89.0,28.0,86.83109933188067,8.0,92.0,99.0,4.0,69.0,2
78.0,29.0,88.82859561335422,8.0,87.0,104.0,6.0,70.0,2
64.0,29.0,97.51244076970838,11.0,89.0,64.0,6.0,70.0,2
60.0,18.0,89.94249676333334,12.0,88.0,91.0,5.0,66.0,2
87.0,18.0,91.91869391655396,7.0,91.0,87.0,7.0,67.0,2
89.0,27.0,89.06077476772695,8.0,89.0,75.0,7.0,70.0,2
75.0,28.0,91.24838257152528,6.0,92.0,98.0,4.0,65.0,2
61.0,25.0,86.27641111714733,8.0,90.0,99.0,4.0,66.0,2
64.0,16.0,98.35014442196422,11.0,91.0,69.0,7.0,66.0,2
68.0,25.0,96.734430312065,12.0,87.0,66.0,5.0,67.0,2
78.0,28.0,89.43339749776021,8.0,91.0,86.0,6.0,74.0,2
77.0,29.0,87.59694585500255,9.0,89.0,98.0,7.0,68.0,2
75.0,21.0,96.56496870079336,9.0,87.0,89.0,4.0,66.0,2
66.0,16.0,88.2112656600734,12.0,87.0,81.0,4.0,72.0,2
79.0,16.0,91.98168986563384,13.0,90.0,61.0,4.0,72.0,2
81.0,17.0,96.91833993917749,7.0,92.0,65.0,4.0,73.0,2
82.0,16.0,90.33400097864438,13.0,91.0,64.0,5.0,65.0,2
76.0,27.0,92.15019762313769,13.0,92.0,62.0,6.0,66.0,2
71.0,29.0,95.44806981041202,8.0,92.0,98.0,4.0,71.0,2
80.0,17.0,90.92930914581623,13.0,92.0,74.0,7.0,73.0,2
83.0,25.0,86.24952055098585,12.0,92.0,79.0,4.0,74.0,2
64.0,26.0,92.51709508157413,8.0,92.0,99.0,7.0,74.0,2
79.0,22.0,98.0594385977767,9.0,87.0,97.0,7.0,67.0,2
85.0,29.0,85.87387427485557,7.0,88.0,85.0,5.0,66.0,2
78.0,19.0,88.14387522428183,7.0,91.0,61.0,7.0,65.0,2
67.0,18.0,97.17112497482869,11.0,92.0,87.0,5.0,73.0,2
88.0,16.0,98.46221988078769,13.0,87.0,104.0,6.0,70.0,2
76.0,22.0,86.16845110873967,9.0,88.0,69.0,5.0,71.0,2
79.0,21.0,92.34846477501472,11.0,87.0,79.0,7.0,69.0,2
63.0,18.0,95.50246449976122,8.0,91.0,85.0,5.0,65.0,2
87.0,16.0,93.14286684313764,11.0,90.0,93.0,5.0,65.0,2
82.0,18.0,93.95243861134304,8.0,90.0,72.0,7.0,71.0,2
76.0,27.0,96.26799880484477,11.0,89.0,90.0,7.0,67.0,2
65.0,26.0,95.55305662228234,11.0,92.0,94.0,5.0,67.0,2
85.0,23.0,87.42650290530757,6.0,90.0,98.0,7.0,72.0,2
62.0,21.0,89.12650208091603,11.0,92.0,100.0,4.0,68.0,2
62.0,28.0,96.44571066579272,12.0,88.0,89.0,5.0,68.0,2
77.0,20.0,89.99879604789807,12.0,89.0,102.0,7.0,72.0,2
83.0,29.0,97.8915814708806,10.0,88.0,65.0,5.0,73.0,2
70.0,29.0,85.02266886732961,10.0,88.0,87.0,5.0,68.0,2
82.0,24.0,93.60602169503628,13.0,92.0,72.0,4.0,69.0,2
86.0,19.0,92.369811158405,7.0,91.0,96.0,5.0,66.0,2
84.0,20.0,98.35484257678095,9.0,91.0,64.0,4.0,68.0,2
80.0,29.0,95.584827262691,7.0,90.0,60.0,7.0,66.0,2
71.0,29.0,95.23676308906283,7.0,91.0,100.0,4.0,70.0,2
82.0,29.0,87.47693470971572,8.0,89.0,68.0,4.0,73.0,2
71.0,21.0,92.87360285826026,12.0,90.0,98.0,5.0,74.0,2
84.0,28.0,98.99021608825235,10.0,90.0,90.0,4.0,65.0,2
72.0,18.0,97.55546065914206,12.0,88.0,99.0,4.0,72.0,2
75.0,24.0,92.48249279438257,10.0,87.0,84.0,5.0,65.0,2
86.0,27.0,90.0402702427163,12.0,90.0,85.0,5.0,73.0,2
82.0,20.0,96.82548530018477,8.0,92.0,100.0,7.0,74.0,2
74.0,17.0,87.50990188236803,13.0,87.0,69.0,7.0,68.0,2
83.0,25.0,92.39944441919218,12.0,91.0,84.0,6.0,70.0,2
72.0,27.0,94.756017100689,9.0,90.0,76.0,6.0,67.0,2
67.0,25.0,95.6408746944011,8.0,87.0,77.0,6.0,65.0,2
64.0,29.0,90.66450378496818,9.0,90.0,95.0,6.0,71.0,2
81.0,20.0,86.89185390488024,7.0,89.0,78.0,7.0,66.0,2
68.0,24.0,87.71789232333484,9.0,88.0,87.0,6.0,72.0,2
88.0,27.0,85.58494673649274,13.0,92.0,92.0,6.0,69.0,2
69.0,19.0,97.34445653434004,12.0,90.0,98.0,4.0,74.0,2
64.0,27.0,91.0766748384908,11.0,91.0,93.0,7.0,65.0,2
74.0,22.0,94.41269047271406,6.0,91.0,80.0,4.0,70.0,2
76.0,16.0,87.07584004010667,13.0,89.0,102.0,6.0,65.0,2
82.0,24.0,89.55615252735014,11.0,91.0,78.0,7.0,68.0,2
84.0,23.0,92.5152431606991,8.0,92.0,86.0,5.0,69.0,2
87.0,19.0,89.93215984850853,11.0,89.0,97.0,5.0,71.0,2
60.0,18.0,91.67868690859537,6.0,90.0,67.0,7.0,70.0,2
79.0,25.0,85.09326090336548,9.0,92.0,78.0,4.0,65.0,2
67.0,26.0,97.04521996192544,11.0,90.0,62.0,7.0,66.0,2
78.0,22.0,91.30800878741152,8.0,87.0,76.0,7.0,65.0,2
75.0,22.0,88.36828740549373,12.0,88.0,76.0,4.0,66.0,2
63.0,21.0,98.40602390733804,6.0,88.0,80.0,4.0,74.0,2
77.0,16.0,88.48753235306916,10.0,87.0,93.0,4.0,65.0,2
87.0,27.0,88.87915638306168,12.0,91.0,71.0,4.0,72.0,2
73.0,23.0,91.36515594626444,6.0,91.0,97.0,6.0,70.0,2
77.0,17.0,98.57194290129826,10.0,88.0,78.0,7.0,67.0,2
83.0,18.0,89.82149399402151,6.0,90.0,91.0,5.0,71.0,2
78.0,23.0,91.23396251422298,9.0,91.0,97.0,7.0,65.0,2
75.0,25.0,89.40391790645891,9.0,87.0,86.0,7.0,65.0,2
70.0,18.0,96.87669224670344,7.0,89.0,67.0,7.0,65.0,2
60.0,22.0,89.74127004770949,13.0,90.0,72.0,6.0,70.0,2
60.0,26.0,85.79981412714051,9.0,90.0,70.0,4.0,72.0,2
61.0,28.0,85.02583385701095,7.0,89.0,96.0,7.0,74.0,2
76.0,29.0,94.2449685891785,11.0,89.0,87.0,7.0,72.0,2
77.0,29.0,87.05110922689016,13.0,90.0,85.0,4.0,68.0,2
61.0,22.0,95.91283997831988,12.0,88.0,100.0,4.0,65.0,2
89.0,20.0,94.44797922112797,11.0,90.0,99.0,7.0,71.0,2
63.0,20.0,86.77056058495643,9.0,87.0,97.0,4.0,69.0,2
63.0,28.0,90.6428959665386,12.0,88.0,78.0,6.0,65.0,2
73.0,23.0,95.42238835442348,13.0,87.0,94.0,5.0,74.0,2
77.0,20.0,92.18488460985895,9.0,88.0,98.0,7.0,70.0,2
66.0,29.0,97.39512876983852,6.0,92.0,104.0,5.0,71.0,2
79.0,23.0,95.10382911515136,7.0,88.0,75.0,7.0,68.0,2
63.0,21.0,95.454066682658,8.0,88.0,67.0,5.0,71.0,2
62.0,26.0,95.66295374344725,13.0,87.0,66.0,5.0,72.0,2
85.0,27.0,93.03377596660984,13.0,91.0,81.0,7.0,74.0,2
72.0,18.0,88.71022958425812,13.0,89.0,62.0,7.0,69.0,2
67.0,16.0,90.55334229664888,9.0,91.0,66.0,7.0,74.0,2
70.0,19.0,88.72034243301516,7.0,89.0,61.0,5.0,71.0,2
70.0,27.0,85.7248981901951,8.0,91.0,96.0,6.0,67.0,2
75.0,23.0,93.9466340122105,10.0,90.0,79.0,5.0,65.0,2
68.0,20.0,89.73896674259058,12.0,89.0,70.0,7.0,70.0,2
86.0,19.0,85.59606278404743,9.0,92.0,74.0,4.0,65.0,2
81.0,23.0,88.93583016445434,6.0,90.0,96.0,5.0,74.0,2
85.0,26.0,91.76842839380753,8.0,89.0,90.0,6.0,68.0,2
74.0,22.0,86.45368566071622,8.0,87.0,94.0,5.0,66.0,2
64.0,26.0,95.79854840614624,8.0,90.0,80.0,4.0,67.0,2
68.0,25.0,86.71864159783101,7.0,90.0,71.0,4.0,74.0,2
63.0,17.0,88.86665849712597,7.0,92.0,95.0,4.0,73.0,2
79.0,19.0,98.27838289870634,8.0,88.0,77.0,7.0,70.0,2
69.0,25.0,89.887175165878,12.0,90.0,104.0,5.0,72.0,2
84.0,19.0,94.00174768939246,13.0,92.0,83.0,6.0,68.0,2
81.0,20.0,91.11418386101678,8.0,91.0,74.0,7.0,69.0,2
69.0,20.0,87.33197027490068,13.0,91.0,80.0,5.0,72.0,2
65.0,24.0,90.28525703248884,12.0,89.0,62.0,7.0,72.0,2
87.0,18.0,89.63491369799041,6.0,89.0,102.0,4.0,65.0,2
82.0,18.0,88.45991109991947,9.0,92.0,91.0,7.0,65.0,2
85.0,16.0,87.01813803368825,8.0,91.0,97.0,7.0,71.0,2
69.0,26.0,86.54282376098045,12.0,92.0,94.0,4.0,69.0,2
89.0,27.0,88.25379314877455,7.0,92.0,67.0,7.0,69.0,2
85.0,16.0,92.43934586539508,7.0,92.0,83.0,5.0,68.0,2
62.0,17.0,98.53232727656064,10.0,92.0,103.0,7.0,67.0,2
62.0,17.0,91.13079244357064,7.0,92.0,71.0,4.0,67.0,2
78.0,22.0,96.54000541315558,8.0,90.0,94.0,5.0,67.0,2
68.0,26.0,97.7894543996774,10.0,90.0,74.0,7.0,67.0,2
85.0,21.0,98.64002136075308,6.0,87.0,61.0,4.0,71.0,2
87.0,17.0,85.89767205898396,9.0,88.0,104.0,6.0,68.0,2
86.0,21.0,96.35119924167245,10.0,92.0,81.0,7.0,65.0,2
71.0,17.0,89.67925932055489,8.0,89.0,80.0,5.0,67.0,2
84.0,29.0,90.7335592305143,11.0,87.0,101.0,5.0,72.0,2
84.0,20.0,95.74110364997004,7.0,87.0,62.0,4.0,65.0,2
69.0,25.0,90.422769744728,13.0,88.0,79.0,4.0,72.0,2
84.0,21.0,94.92492148844912,13.0,90.0,85.0,5.0,69.0,2
78.0,26.0,98.87654152909042,9.0,92.0,87.0,4.0,67.0,2
71.0,24.0,96.35632757624644,7.0,91.0,66.0,6.0,69.0,2
80.0,28.0,94.72593855808952,7.0,92.0,96.0,6.0,66.0,2
62.0,25.0,97.82904981581504,8.0,92.0,89.0,6.0,71.0,2
81.0,24.0,91.86861728324598,6.0,88.0,78.0,5.0,69.0,2
67.0,28.0,94.25171124661262,12.0,90.0,79.0,5.0,67.0,2
69.0,18.0,95.12334612565864,6.0,92.0,61.0,7.0,72.0,2
87.0,18.0,96.10356777725508,8.0,87.0,82.0,4.0,72.0,2
69.0,24.0,87.26188137820787,6.0,87.0,66.0,7.0,74.0,2
85.0,22.0,86.81408162964368,10.0,88.0,89.0,4.0,70.0,2
76.0,26.0,98.2972109021354,8.0,87.0,85.0,4.0,74.0,2
87.0,16.0,95.92810544042864,7.0,90.0,101.0,6.0,69.0,2
89.0,20.0,87.29584293845004,8.0,87.0,102.0,5.0,71.0,2
61.0,23.0,86.0744463897777,8.0,91.0,84.0,4.0,70.0,2
72.0,24.0,96.62630299618743,13.0,89.0,60.0,5.0,71.0,2
82.0,25.0,91.36295354317348,12.0,90.0,97.0,7.0,66.0,2
65.0,20.0,88.43263389331734,7.0,92.0,101.0,7.0,73.0,2
75.0,24.0,88.5876559067588,12.0,92.0,102.0,5.0,65.0,2
69.0,18.0,95.40378710857811,12.0,87.0,97.0,5.0,65.0,2
64.0,25.0,91.01000764558763,10.0,87.0,75.0,6.0,73.0,2
68.0,27.0,94.48105788899768,10.0,89.0,79.0,7.0,67.0,2
78.0,26.0,93.83978326654773,6.0,92.0,93.0,7.0,73.0,2
76.0,22.0,97.97384990458173,6.0,89.0,92.0,7.0,72.0,2
83.0,22.0,86.54526930437109,12.0,88.0,74.0,4.0,70.0,2
89.0,25.0,96.95398672344758,7.0,92.0,94.0,4.0,70.0,2
69.0,23.0,93.97661758630402,12.0,88.0,99.0,5.0,72.0,2
71.0,26.0,87.02910108090309,10.0,87.0,72.0,6.0,74.0,2
73.0,29.0,96.2446039960011,9.0,91.0,62.0,7.0,72.0,2
71.0,24.0,86.85114541602346,9.0,87.0,78.0,6.0,66.0,2
84.0,26.0,96.04361513893762,8.0,87.0,92.0,6.0,66.0,2
74.0,29.0,86.39918965761767,11.0,92.0,86.0,7.0,73.0,2
80.0,16.0,96.21058388299966,13.0,92.0,91.0,4.0,73.0,2
67.0,22.0,88.68008789641956,10.0,89.0,82.0,7.0,65.0,2
66.0,29.0,87.82767044831469,12.0,91.0,68.0,6.0,74.0,2
88.0,17.0,88.79586035261865,13.0,89.0,76.0,4.0,70.0,2
77.0,20.0,90.09782017741146,7.0,89.0,82.0,4.0,72.0,2
89.0,21.0,96.36799231375343,10.0,92.0,104.0,6.0,72.0,2
70.0,23.0,92.24598152883756,6.0,91.0,80.0,4.0,67.0,2
79.0,29.0,91.59247607196528,7.0,90.0,66.0,7.0,73.0,2
75.0,24.0,94.59622379047188,8.0,87.0,84.0,4.0,71.0,2
82.0,17.0,92.71420922088468,13.0,88.0,72.0,5.0,67.0,2
87.0,17.0,97.94160829281614,9.0,87.0,67.0,4.0,67.0,2
70.0,20.0,94.57514773759976,12.0,88.0,95.0,7.0,66.0,2
62.0,19.0,92.86503054081356,12.0,91.0,63.0,6.0,70.0,2
78.0,20.0,92.15375439319544,7.0,87.0,72.0,7.0,67.0,2
77.0,16.0,90.75231276423752,13.0,91.0,63.0,7.0,73.0,2
64.0,22.0,98.72123493927268,11.0,92.0,81.0,4.0,74.0,2
86.0,28.0,97.32083971744927,13.0,90.0,98.0,5.0,71.0,2
84.0,17.0,97.83367817032529,7.0,91.0,91.0,6.0,74.0,2
66.0,21.0,97.74513066359214,10.0,89.0,97.0,7.0,65.0,2
80.0,17.0,98.34174706663816,7.0,90.0,60.0,5.0,74.0,2
61.0,19.0,87.46256283890942,12.0,88.0,89.0,7.0,71.0,2
77.0,27.0,91.689997437297,6.0,87.0,72.0,4.0,66.0,2
88.0,22.0,90.0451902791195,13.0,89.0,97.0,5.0,65.0,2
74.0,16.0,91.8798212569228,12.0,92.0,61.0,7.0,71.0,2
70.0,28.0,97.48534367641577,12.0,90.0,95.0,5.0,69.0,2
82.0,25.0,93.9904806642606,6.0,92.0,102.0,4.0,65.0,2
71.0,25.0,98.20696545356304,11.0,88.0,72.0,4.0,65.0,2
82.0,20.0,94.45333310773093,13.0,87.0,95.0,5.0,65.0,2
60.0,19.0,89.01654910359561,9.0,89.0,66.0,7.0,74.0,2
63.0,27.0,86.07894263139606,9.0,89.0,71.0,4.0,71.0,2
78.0,16.0,91.55338159061644,8.0,91.0,97.0,4.0,66.0,2
65.0,16.0,88.18122786395098,12.0,90.0,70.0,7.0,74.0,2
64.0,19.0,97.641256245566,7.0,91.0,92.0,5.0,69.0,2
65.0,21.0,89.09385611321655,8.0,88.0,98.0,4.0,67.0,2
65.0,27.0,97.95586083242064,7.0,92.0,65.0,7.0,71.0,2
63.0,25.0,94.39032783963934,6.0,91.0,75.0,4.0,73.0,2
74.0,26.0,94.53104404362269,6.0,88.0,75.0,6.0,66.0,2
61.0,27.0,92.95659304846382,9.0,88.0,97.0,6.0,65.0,2
76.0,29.0,90.80757820851836,8.0,88.0,73.0,6.0,73.0,2
79.0,22.0,87.47273085949747,12.0,89.0,82.0,7.0,65.0,2
71.0,24.0,96.34386282391,9.0,89.0,65.0,6.0,68.0,2
65.0,16.0,98.4211232899559,9.0,88.0,87.0,4.0,68.0,2
84.0,27.0,94.7886076010572,11.0,92.0,60.0,4.0,71.0,2
85.0,17.0,91.57189061500704,9.0,90.0,90.0,4.0,74.0,2
66.0,26.0,96.85153136869305,13.0,89.0,80.0,4.0,65.0,2
79.0,28.0,95.21954433647294,7.0,91.0,81.0,6.0,67.0,2
70.0,19.0,90.0361831888304,11.0,90.0,76.0,7.0,74.0,2
74.0,28.0,93.07187715133338,13.0,91.0,83.0,4.0,72.0,2
74.0,20.0,92.19499145547104,7.0,89.0,87.0,4.0,65.0,2
81.0,18.0,86.6442969969488,8.0,91.0,103.0,5.0,74.0,2
72.0,29.0,97.31407714544385,13.0,87.0,75.0,4.0,73.0,2
60.0,24.0,85.42710425021022,13.0,92.0,76.0,4.0,70.0,2
75.0,27.0,93.48579129646036,7.0,90.0,63.0,4.0,66.0,2
89.0,20.0,85.35231347519577,8.0,89.0,97.0,6.0,67.0,2
74.0,29.0,96.8964967701649,11.0,90.0,83.0,5.0,69.0,2
74.0,21.0,97.99260984653992,13.0,87.0,66.0,7.0,69.0,2
62.0,24.0,88.25996855882293,10.0,90.0,85.0,6.0,67.0,2
84.0,26.0,88.89972571573652,11.0,92.0,95.0,5.0,67.0,2
66.0,24.0,95.46618010312156,7.0,87.0,78.0,4.0,65.0,2
87.0,27.0,93.56407819023865,7.0,92.0,98.0,6.0,74.0,2
68.0,28.0,86.02434169713639,6.0,89.0,96.0,6.0,68.0,2
78.0,26.0,89.96626465447034,12.0,92.0,75.0,5.0,74.0,2
64.0,20.0,88.28421547232311,9.0,92.0,97.0,4.0,70.0,2
